#
# Sprite sheet data for MonoGame.
#
# To learn how to import these sprites into your MonoGame project visit:
# https://www.codeandweb.com/texturepacker/monogame
#
# Sprite sheet: TexturePackerSprites@2x.png (2048 x 1952)
# $TexturePacker:SmartUpdate:81d1e7c8ca87b27e57ec3baae0722c82:e4f22956df2ec7945308ba0f847561cb:64bd503133ec8fc3aa7eefa9c9033dc9$
#

capguy/walk/0013;1;663;1539;314;146;187;324;0.4212328767123288;0.5095541401273885
capguy/walk/0014;1;663;1539;314;146;187;324;0.4212328767123288;0.5095541401273885
capguy/walk/0015;0;1;1539;161;319;187;324;0.4440993788819876;0.5047021943573667
capguy/walk/0016;0;1;1539;161;319;187;324;0.4440993788819876;0.5047021943573667
cowboy/Celebrate/Celebrate_01;0;1872;1843;26;60;64;64;0.5384615384615384;0.4666666666666667
cowboy/Celebrate/Celebrate_02;1;737;1841;56;27;64;64;0.5555555555555556;0.42857142857142855
cowboy/Celebrate/Celebrate_03;1;626;1843;51;29;64;64;0.5517241379310345;0.37254901960784315
cowboy/Celebrate/Celebrate_04;1;455;1844;48;32;64;64;0.53125;0.3333333333333333
cowboy/Celebrate/Celebrate_05;0;1690;1866;28;59;64;64;0.5714285714285714;0.4576271186440678
cowboy/Celebrate/Celebrate_06;1;1699;1807;60;36;64;64;0.5555555555555556;0.4666666666666667
cowboy/Celebrate/Celebrate_07;0;1588;1808;26;64;64;64;0.34615384615384615;0.5
cowboy/Celebrate/Celebrate_08;0;1588;1874;26;64;64;64;0.34615384615384615;0.5
cowboy/Celebrate/Celebrate_09;1;1616;1927;61;24;64;64;0.4583333333333333;0.47540983606557374
cowboy/Celebrate/Celebrate_10;1;1995;1873;52;34;64;64;0.5882352941176471;0.38461538461538464
cowboy/Celebrate/Celebrate_11;1;566;1843;58;28;64;64;0.5714285714285714;0.4482758620689655
cowboy/Die/Die_01;1;1934;1873;59;27;59;64;0.5740740740740741;0.4576271186440678
cowboy/Die/Die_02;0;1842;1843;28;59;58;64;0.6785714285714286;0.4576271186440678
cowboy/Die/Die_03;0;1752;1845;25;62;59;64;0.58;0.5161290322580645
cowboy/Die/Die_04;1;795;1841;57;24;59;64;0.4375;0.43859649122807015
cowboy/Die/Die_05;1;1210;1835;44;41;58;64;0.34146341463414637;0.2727272727272727
cowboy/Die/Die_06;0;1156;1835;52;30;59;64;0.49038461538461536;-0.06666666666666667
cowboy/Die/Die_07;0;1679;1927;57;24;59;64;0.5175438596491229;-0.3333333333333333
cowboy/Die/Die_08;0;854;1841;58;22;58;64;0.5;-0.45454545454545453
cowboy/Die/Die_09;0;914;1841;58;21;59;64;0.5086206896551724;-0.5238095238095238
cowboy/Die/Die_10;0;974;1835;59;21;59;64;0.5;-0.5238095238095238
cowboy/Die/Die_11;0;1096;1835;58;20;58;64;0.5;-0.6
cowboy/Die/Die_12;0;1035;1835;59;20;59;64;0.5;-0.6
cowboy/Idle;0;1658;1866;30;59;64;64;0.5;0.4576271186440678
cowboy/Jump/Jump_01;1;505;1843;59;28;64;64;0.5714285714285714;0.4576271186440678
cowboy/Jump/Jump_02;1;1993;1841;53;30;64;64;0.6;0.39622641509433965
cowboy/Jump/Jump_03;1;1;1920;50;31;64;64;0.6129032258064516;0.36
cowboy/Jump/Jump_04;0;96;1901;32;50;64;64;0.625;0.36
cowboy/Jump/Jump_05;1;390;1844;63;30;64;64;0.6;0.5079365079365079
cowboy/Jump/Jump_06;0;1720;1845;30;62;64;64;0.6;0.5161290322580645
cowboy/Jump/Jump_07;0;1900;1841;32;55;64;64;0.625;0.5454545454545454
cowboy/Jump/Jump_08;1;324;1844;64;26;64;64;0.5384615384615384;0.5
cowboy/Jump/Jump_09;1;1934;1841;57;30;64;64;0.6;0.43859649122807015
cowboy/Jump/Jump_10;0;130;1901;30;50;64;64;0.6;0.36
cowboy/Jump/Jump_11;1;679;1841;56;29;64;64;0.5862068965517241;0.42857142857142855
cowboy/Run/Run_01;0;1;1860;47;58;64;64;0.48936170212765956;0.4482758620689655
cowboy/Run/Run_02;0;1616;1869;40;56;64;64;0.525;0.42857142857142855
cowboy/Run/Run_03;1;1823;1807;60;34;64;64;0.5588235294117647;0.4666666666666667
cowboy/Run/Run_04;0;1779;1844;30;62;64;64;0.5;0.4838709677419355
cowboy/Run/Run_05;1;96;1860;60;39;64;64;0.41025641025641024;0.5
cowboy/Run/Run_06;0;50;1860;44;58;64;64;0.45454545454545453;0.4482758620689655
cowboy/Run/Run_07;0;1657;1807;40;57;64;64;0.525;0.43859649122807015
cowboy/Run/Run_08;1;1761;1807;60;35;64;64;0.5428571428571428;0.4666666666666667
cowboy/Run/Run_09;0;1811;1844;29;62;64;64;0.4827586206896552;0.4838709677419355
cowboy/Run/Run_10;0;1616;1807;39;60;64;64;0.41025641025641024;0.5
