#
# Sprite sheet data for MonoGame.
#
# To learn how to import these sprites into your MonoGame project visit:
# https://www.codeandweb.com/texturepacker/monogame
#
# Sprite sheet: TexturePackerSprites.png (1024 x 984)
# $TexturePacker:SmartUpdate:81d1e7c8ca87b27e57ec3baae0722c82:e4f22956df2ec7945308ba0f847561cb:64bd503133ec8fc3aa7eefa9c9033dc9$
#

cowboy/Jump/Jump_07;1;98;965;29;18;32;32;0.6111111111111112;0.5517241379310345
cowboy/Jump/Jump_08;1;217;926;32;15;32;32;0.5333333333333333;0.5
cowboy/Jump/Jump_09;1;34;966;29;17;32;32;0.5882352941176471;0.4482758620689655
cowboy/Jump/Jump_10;0;205;944;17;26;32;32;0.5882352941176471;0.38461538461538464
cowboy/Jump/Jump_11;1;505;926;29;16;32;32;0.5625;0.4482758620689655
cowboy/Run/Run_01;0;978;771;25;30;32;32;0.48;0.4666666666666667
cowboy/Run/Run_02;0;63;934;21;29;32;32;0.5238095238095238;0.4482758620689655
cowboy/Run/Run_03;0;1005;771;18;31;32;32;0.5555555555555556;0.4838709677419355
cowboy/Run/Run_04;0;981;871;16;32;32;32;0.5;0.5
cowboy/Run/Run_05;0;978;803;21;32;32;32;0.42857142857142855;0.5
cowboy/Run/Run_06;0;1;934;24;30;32;32;0.4583333333333333;0.4666666666666667
cowboy/Run/Run_07;0;1001;804;21;29;32;32;0.5238095238095238;0.4482758620689655
cowboy/Run/Run_08;1;65;965;31;18;32;32;0.5555555555555556;0.4838709677419355
cowboy/Run/Run_09;1;183;926;32;16;32;32;0.5;0.5
cowboy/Run/Run_10;1;124;932;32;21;32;32;0.42857142857142855;0.5
